# AHRD-Version 3.11

Protein-Accession	Blast-Hit-Accession	AHRD-Quality-Code	Human-Readable-Description	Interpro-ID (Description)	Gene-Ontology-Term
OG0012524	tr|A0A1S3CSU4|A0A1S3CSU4_CUCME	***	RING-type E3 ubiquitin transferase		
OG0012523	tr|A0A6J1DEK3|A0A6J1DEK3_MOMCH	***	heavy metal-associated isoprenylated plant protein 37		
OG0012522	tr|A0A1S3CSV0|A0A1S3CSV0_CUCME	***	heavy metal-associated isoprenylated plant protein 22		
OG0012521	tr|G7IAT5|G7IAT5_MEDTR	***	Fasciclin-like arabinogalactan protein		
OG0012520	tr|A0A5D3E4J2|A0A5D3E4J2_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0000540	tr|A0A0A0LJM0|A0A0A0LJM0_CUCSA	***	TIR domain-containing protein		
OG0000541	tr|A0A438CN73|A0A438CN73_VITVI	*-*	Mitochondrial import inner membrane translocase subunit TIM44-2		
OG0000542	tr|A0A1S3CRA3|A0A1S3CRA3_CUCME	***	serine/threonine-protein kinase STY46-like isoform X1		
OG0000543	tr|A0A5A7TBH0|A0A5A7TBH0_CUCME	***	Protein ANTI-SILENCING 1		
OG0000544	tr|A0A5A7UDW7|A0A5A7UDW7_CUCME	***	60S ribosomal protein L18a		
OG0000545	tr|A0A0A0LYV5|A0A0A0LYV5_CUCSA	*-*	Beta-galactosidase		
OG0000546	tr|A0A1S3B3F5|A0A1S3B3F5_CUCME	***	UDP-glycosyltransferase 76F1-like		
OG0024578			Unknown protein		
OG0024579			Unknown protein		
OG0024576	tr|A0A5A7SRF4|A0A5A7SRF4_CUCME	*-*	DNA/RNA polymerases superfamily protein		
OG0024577			Unknown protein		
OG0024574	tr|A0A5D3E6D9|A0A5D3E6D9_CUCME	***	Keratin, type I cytoskeletal 9-like		
OG0024575	tr|A0A7J6W938|A0A7J6W938_THATH	***	Abc transporter g family member		
OG0024572	tr|A0A1S3B801|A0A1S3B801_CUCME	***	cytochrome P450 CYP72A219-like		
OG0024573	tr|A0A5B6Z3P1|A0A5B6Z3P1_DAVIN	*-*	Transmembrane protein 147		
OG0024570	tr|A0A0A0LC37|A0A0A0LC37_CUCSA	*-*	Ribonuclease T(2)		
OG0024571	tr|A0A5D3DPN6|A0A5D3DPN6_CUCME	***	F-box protein CPR30-like		
OG0012599	tr|A0A1S3BDW4|A0A1S3BDW4_CUCME	***	WAT1-related protein		
OG0012598	tr|A0A1S3BDF0|A0A1S3BDF0_CUCME	***	65-kDa microtubule-associated protein 5		
OG0012597	tr|A0A6J1G0Z6|A0A6J1G0Z6_CUCMO	***	cytochrome P450 714C3-like		
OG0012596	tr|A0A0A0KV53|A0A0A0KV53_CUCSA	***	Cysteine proteinase inhibitor		
OG0012595	tr|A0A1S3BDV9|A0A1S3BDV9_CUCME	***	dr1-associated corepressor		
OG0012594	tr|A0A1S3BDE4|A0A1S3BDE4_CUCME	***	type I inositol polyphosphate 5-phosphatase 12 isoform X1		
OG0012593	tr|A0A1S3BEQ5|A0A1S3BEQ5_CUCME	***	protein ELC-like		
OG0012592	tr|A0A0A0KV50|A0A0A0KV50_CUCSA	***	UBA domain-containing protein		
OG0012591	tr|A0A1S3BEJ8|A0A1S3BEJ8_CUCME	***	KHG/KDPG aldolase-like		
OG0012590	tr|A0A5D3D022|A0A5D3D022_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0024569	tr|A0A072UVZ0|A0A072UVZ0_MEDTR	*-*	Myb transcription factor		
OG0024567			Unknown protein		
OG0024568			Unknown protein		
OG0024565	tr|A0A1S3C1W1|A0A1S3C1W1_CUCME	*-*	COBRA-like protein		
OG0024566			Unknown protein		
OG0024563			Unknown protein		
OG0024564			Unknown protein		
OG0024561	tr|A0A5H2Y0N1|A0A5H2Y0N1_PRUDU	*-*	Wall-associated kinase 2		
OG0024562	tr|A0A6N2N7H4|A0A6N2N7H4_SALVM	***	Ribosomal protein L15		
OG0024560			Unknown protein		
OG0012589	tr|A0A1S3BGD7|A0A1S3BGD7_CUCME	***	zinc finger protein 1-like		
OG0012588	tr|A0A5A7SSP1|A0A5A7SSP1_CUCME	***	Transcription termination factor MTERF5		
OG0012587	tr|A0A5D3CX30|A0A5D3CX30_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0012586	tr|A0A5D3CWR8|A0A5D3CWR8_CUCME	***	Transcription termination factor MTERF5		
OG0012585	tr|A0A5A7SXE1|A0A5A7SXE1_CUCME	***	Transcription termination factor MTERF5		
OG0012584	tr|A0A5D3CWA2|A0A5D3CWA2_CUCME	***	Transcription termination factor MTERF5		
OG0012583	tr|A0A1S4DW95|A0A1S4DW95_CUCME	***	serine/threonine-protein kinase CDG1 isoform X1		
OG0012582	tr|A0A1S3BDU3|A0A1S3BDU3_CUCME	***	SAC3 family protein C		
OG0012581			Unknown protein		
OG0012580	tr|A0A5D3CZD6|A0A5D3CZD6_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0024558	tr|A0A1S4E2Y3|A0A1S4E2Y3_CUCME	*-*	DEAD-box ATP-dependent RNA helicase 13		
OG0024559			Unknown protein		
OG0024556			Unknown protein		
OG0024557			Unknown protein		
OG0024554			Unknown protein		
OG0024555	tr|A0A5N5GNJ9|A0A5N5GNJ9_9ROSA	***	Extensin-like protein		
OG0024552	tr|A0A1S3B927|A0A1S3B927_CUCME	*-*	LOW QUALITY PROTEIN: probable LRR receptor-like serine/threonine-protein kinase At2g24230		
OG0024553			Unknown protein		
OG0024550			Unknown protein		
OG0024551			Unknown protein		
OG0012579	tr|A0A0A0KPN8|A0A0A0KPN8_CUCSA	***	RING-type domain-containing protein		
OG0012578	tr|A0A1S4DWD1|A0A1S4DWD1_CUCME	***	F-box/LRR-repeat protein At4g29420		
OG0012577	tr|A0A5D3D039|A0A5D3D039_CUCME	***	Sphingoid long-chain bases kinase 1		
OG0000590	tr|A0A1S3AZB4|A0A1S3AZB4_CUCME	***	zinc finger A20 and AN1 domain-containing stress-associated protein 10-like		
OG0012576	tr|A0A1S3BEI2|A0A1S3BEI2_CUCME	***	ferredoxin-thioredoxin reductase, variable chain		
OG0000591	tr|A0A5A7U280|A0A5A7U280_CUCME	***	Arabinogalactan peptide 23		
OG0012575	tr|A0A0A0KPN4|A0A0A0KPN4_CUCSA	***	Katanin p80 WD40 repeat-containing subunit B1 homolog		
OG0000592	tr|A0A5D3E148|A0A5D3E148_CUCME	***	Trypsin inhibitor 1-like		
OG0012574	AT5G08400.2	***	Protein of unknown function (DUF3531)		
OG0000593	tr|A0A0A0KL79|A0A0A0KL79_CUCSA	***	S-protein homolog		
OG0012573			Unknown protein		
OG0000594	tr|A0A5J5ABC2|A0A5J5ABC2_9ASTE	***	C2 domain-containing protein		
OG0012572	tr|Q2HYY3|Q2HYY3_CUCSA	***	Alpha-galactosidase		
OG0000595			Unknown protein		
OG0012571	tr|Q2MK92|Q2MK92_CUCSA	***	Alpha-galactosidase		
OG0000596	tr|A0A1S3AZ63|A0A1S3AZ63_CUCME	*-*	28 kDa heat- and acid-stable phosphoprotein		
OG0012570	AT5G08570.1	***	Pyruvate kinase family protein		
OG0000597	AT4G10270.1	*-*	Wound-responsive family protein		
OG0000598	tr|A0A5D3C5F5|A0A5D3C5F5_CUCME	***	Wound-responsive family protein		
OG0000599	tr|A0A1S3C1P4|A0A1S3C1P4_CUCME	***	2-alkenal reductase (NADP(+)-dependent)-like		
OG0024549	tr|A0A1S3CI47|A0A1S3CI47_CUCME	*-*	Magnesium transporter		
OG0024547	tr|A0A0A9NWP0|A0A0A9NWP0_ARUDO	--*	CLPC1		
OG0024548	tr|A0A1S3BVT1|A0A1S3BVT1_CUCME	***	PLASMODESMATA CALLOSE-BINDING PROTEIN 3		
OG0024545	tr|A0A0A0M0H7|A0A0A0M0H7_CUCSA	*-*	Protein kinase domain-containing protein		
OG0024546	tr|A0A1S3BUI8|A0A1S3BUI8_CUCME	*-*	elongation factor 1-gamma-like		
OG0024543	tr|A0A1S3BSQ8|A0A1S3BSQ8_CUCME	*-*	cation/H(+) antiporter 18-like		
OG0024544			Unknown protein		
OG0024541			Unknown protein		
OG0024542	tr|A0A5A7UNF2|A0A5A7UNF2_CUCME	***	Carboxypeptidase Y-like		
OG0024540			Unknown protein		
OG0012559	tr|A0A6J1KA43|A0A6J1KA43_CUCMA	***	F-box/LRR-repeat protein 20		
OG0012569	tr|A0A0A0KPN0|A0A0A0KPN0_CUCSA	***	Lipoyl synthase, chloroplastic		
OG0012568	tr|A0A5A7QDG8|A0A5A7QDG8_STRAF	***	Cyclic pyranopterin monophosphate synthase		
OG0012567	tr|A0A0A0KPR8|A0A0A0KPR8_CUCSA	***	G-patch domain-containing protein		
OG0012566	tr|A0A498HM53|A0A498HM53_MALDO	***	Serine/threonine-protein phosphatase		
OG0012565	AT2G25790.1	***	Leucine-rich receptor-like protein kinase family protein		
OG0000580	tr|A0A1S3CB06|A0A1S3CB06_CUCME	***	kinesin light chain 1-like		
OG0012564	tr|A0A1S3BDS4|A0A1S3BDS4_CUCME	***	calumenin-B		
OG0000581	AT5G04370.2	***	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein		
OG0012563	tr|A0A5A7SSA2|A0A5A7SSA2_CUCME	***	Transcription factor DIVARICATA		
OG0000582	AT4G33430.1	***	BRI1-associated receptor kinase		
OG0012562	tr|A0A0A0KRR9|A0A0A0KRR9_CUCSA	***	GRAM domain-containing protein		
OG0000583			Unknown protein		
OG0012561	tr|A0A0A0KV22|A0A0A0KV22_CUCSA	***	GRAM domain-containing protein		
OG0000584	tr|A0A6J1G032|A0A6J1G032_CUCMO	***	metal-nicotianamine transporter YSL3-like		
OG0012560	tr|A0A0A0KPM0|A0A0A0KPM0_CUCSA	***	GRAM domain-containing protein		
OG0000585	tr|A0A1S3BC28|A0A1S3BC28_CUCME	***	30-kDa cleavage and polyadenylation specificity factor 30		
OG0000586	tr|A0A5A7UZA2|A0A5A7UZA2_CUCME	*-*	DUF1985 domain-containing protein		
OG0000587	tr|A0A1S3BCJ7|A0A1S3BCJ7_CUCME	***	lachrymatory-factor synthase		
OG0000588	tr|A0A5H2YFH1|A0A5H2YFH1_PRUDU	***	Pectin lyase-like superfamily protein		
OG0000589	tr|A0A2U1NWK4|A0A2U1NWK4_ARTAN	***	Plant invertase/pectin methylesterase inhibitor superfamily protein		
OG0024538	tr|A0A1S3CH89|A0A1S3CH89_CUCME	*-*	phospholipid:diacylglycerol acyltransferase 1		
OG0024539			Unknown protein		
OG0024598			Unknown protein		
OG0024599			Unknown protein		
OG0024596			Unknown protein		
OG0024597			Unknown protein		
OG0024594			Unknown protein		
OG0024595			Unknown protein		
OG0024592			Unknown protein		
OG0024593	tr|A0A1S3CC63|A0A1S3CC63_CUCME	*-*	THO complex subunit 1		
OG0024590			Unknown protein		
OG0024591			Unknown protein		
OG0024589			Unknown protein		
OG0024587			Unknown protein		
OG0024588			Unknown protein		
OG0024585			Unknown protein		
OG0024586			Unknown protein		
OG0024583	tr|A0A1S3AUJ0|A0A1S3AUJ0_CUCME	*-*	Auxin response factor		
OG0024584			Unknown protein		
OG0024581			Unknown protein		
OG0024582			Unknown protein		
OG0024580			Unknown protein		
OG0000602	tr|A0A5A7UKP9|A0A5A7UKP9_CUCME	***	Inactive protein RESTRICTED TEV MOVEMENT 2-like		
OG0000603	tr|A0A077K8V1|A0A077K8V1_FAGCR	***	Flowering locus T-like protein		
OG0000604	tr|A0A5A7TIW7|A0A5A7TIW7_CUCME	*-*	CASP-like protein		
OG0000605	tr|A0A6J1E0C9|A0A6J1E0C9_MOMCH	***	zinc finger CCCH domain-containing protein 62		
OG0000606	tr|A0A6N2NKN1|A0A6N2NKN1_SALVM	***	1-acylglycerol-3-phosphate O-acyltransferase		
OG0000607	tr|A0A0A0L2Q0|A0A0A0L2Q0_CUCSA	***	Plus3 domain-containing protein		
OG0000608	sp|Q5BPG5|VUP4_ARATH	*-*	Vascular-related unknown protein 4		
OG0000609	tr|A0A0A0LBR8|A0A0A0LBR8_CUCSA	***	Dirigent protein		
OG0000610	tr|A0A1S3CMA0|A0A1S3CMA0_CUCME	***	NADPH-dependent pterin aldehyde reductase-like		
OG0000611	tr|A0A6J1IDV2|A0A6J1IDV2_CUCMA	***	B3 domain-containing protein At2g31420-like		
OG0000612	tr|A0A0A0KDC2|A0A0A0KDC2_CUCSA	***	Protein kinase domain-containing protein		
OG0000600	tr|A0A445LZM7|A0A445LZM7_GLYSO	*-*	Zinc finger BED domain-containing protein RICESLEEPER 2		
OG0000601	tr|A0A6J1J6N4|A0A6J1J6N4_CUCMA	***	metal-nicotianamine transporter YSL3-like		
OG0000646	tr|A0A0A0LXU5|A0A0A0LXU5_CUCSA	***	C3HC-type domain-containing protein		
OG0024613	tr|A0A1S3C029|A0A1S3C029_CUCME	*-*	keratin, type II cytoskeletal 1		
OG0000647	tr|A0A1S3BQ17|A0A1S3BQ17_CUCME	***	protein LATERAL ROOT PRIMORDIUM 1		
OG0024614	AT5G61820.1	*-*	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: vacuole; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages;		
OG0000648	tr|A0A1S3C9G0|A0A1S3C9G0_CUCME	***	Peroxin-1		
OG0024611			Unknown protein		
OG0000649	tr|A0A0B0P4Q3|A0A0B0P4Q3_GOSAR	*-*	Mitochondrial import inner membrane translocase subunit TIM44		
OG0024612			Unknown protein		
OG0024610			Unknown protein		
OG0012629			Unknown protein		
OG0012628	tr|A0A6J1DCK6|A0A6J1DCK6_MOMCH	***	multiple organellar RNA editing factor 1, mitochondrial		
OG0012627	tr|A0A6J1DCK6|A0A6J1DCK6_MOMCH	***	multiple organellar RNA editing factor 1, mitochondrial		
OG0012626	tr|A0A1S4E597|A0A1S4E597_CUCME	***	multiple organellar RNA editing factor 4, mitochondrial-like		
OG0012625	AT1G58110.2	***	Basic-leucine zipper (bZIP) transcription factor family protein		
OG0012635	tr|A0A2P5C7W4|A0A2P5C7W4_TREOI	***	Cytochrome oxidase assembly protein		
OG0012634	tr|A0A1S3BE23|A0A1S3BE23_CUCME	***	(+)-neomenthol dehydrogenase		
OG0012633	tr|A0A0A0KPX9|A0A0A0KPX9_CUCSA	***	Cysteine synthase		
OG0012632	tr|A0A1S3BDK5|A0A1S3BDK5_CUCME	***	U5 small nuclear ribonucleoprotein 40 kDa protein		
OG0012631	sp|Q6UNT2|RL5_CUCSA	***	60S ribosomal protein L5		
OG0012630	tr|A0A5A7SUN6|A0A5A7SUN6_CUCME	***	Multiple organellar RNA editing factor 4		
OG0000650	AT3G19320.1	***	Leucine-rich repeat (LRR) family protein		
OG0000651	AT5G56530.2	***	Protein of Unknown Function (DUF239)		
OG0024608			Unknown protein		
OG0000652	tr|A0A5D3BD47|A0A5D3BD47_CUCME	***	DNA mismatch repair protein MSH5		
OG0024609			Unknown protein		
OG0000653	tr|Q66PX8|Q66PX8_CUCSA	***	Beta-caryophyllene synthase		
OG0024606			Unknown protein		
OG0000654	tr|A0A6J1HWX7|A0A6J1HWX7_CUCMA	***	sec-independent protein translocase protein TATB, chloroplastic		
OG0024607	tr|A0A481YN05|A0A481YN05_9CARY	*-*	Protein PsbN		
OG0000655	AT1G71180.1	***	6-phosphogluconate dehydrogenase family protein		
OG0024604			Unknown protein		
OG0000656	tr|A0A6J1E7M1|A0A6J1E7M1_CUCMO	***	DExH-box ATP-dependent RNA helicase DExH7, chloroplastic		
OG0024605			Unknown protein		
OG0000635	tr|A0A6J1FDL6|A0A6J1FDL6_CUCMO	***	mediator of RNA polymerase II transcription subunit 23		
OG0024602			Unknown protein		
OG0000636	tr|A0A7L9RV91|A0A7L9RV91_CUCME	***	Resistance gene-like protein		
OG0024603	tr|A0A4Y1QPX3|A0A4Y1QPX3_PRUDU	*-*	Hydroxyproline-rich glycoprotein family protein		
OG0000637	tr|A0A6A3BZ95|A0A6A3BZ95_HIBSY	***	Structural constituent of nuclear pore isoform 1		
OG0024600	tr|A0A0A0KQZ9|A0A0A0KQZ9_CUCSA	*-*	Prolyl endopeptidase		
OG0000638	AT2G20870.1	--*	cell wall protein precursor, putative		
OG0024601			Unknown protein		
OG0000639	tr|A0A5A7SHG0|A0A5A7SHG0_CUCME	***	Calcineurin B-like protein 3		
OG0012619	tr|A0A1S3BE01|A0A1S3BE01_CUCME	***	protein EI24 homolog		
OG0012618	tr|A0A0A0KPS8|A0A0A0KPS8_CUCSA	***	ATP phosphoribosyltransferase		
OG0012617	tr|A0A1S3BEN3|A0A1S3BEN3_CUCME	***	nifU-like protein 2, chloroplastic		
OG0012616	tr|A0A6J1KE80|A0A6J1KE80_CUCMA	***	WEB family protein At3g51220		
OG0012615	tr|A0A0A0KT90|A0A0A0KT90_CUCSA	***	Hydrolase_4 domain-containing protein		
OG0012614	tr|A0A1S3BDH5|A0A1S3BDH5_CUCME	***	ion channel DMI1 isoform X1		
OG0012624	tr|A0A0A0KRY1|A0A0A0KRY1_CUCSA	***	Nuclear proteasome inhibitor UBLCP1		
OG0012623	tr|A0A0A0KPW7|A0A0A0KPW7_CUCSA	***	Nuclear proteasome inhibitor UBLCP1		
OG0012622	tr|A0A6J1DEY1|A0A6J1DEY1_MOMCH	***	zinc finger transcription factor YY1		
OG0012621	tr|A0A0A0KV79|A0A0A0KV79_CUCSA	***	Protein kinase domain-containing protein		
OG0012620	tr|A0A2P5BJ32|A0A2P5BJ32_PARAD	***	TCP transcription factor		
OG0000640	tr|A0A0A0K2M3|A0A0A0K2M3_CUCSA	***	Non-specific serine/threonine protein kinase		
OG0000641	tr|A0A5N5FW53|A0A5N5FW53_9ROSA	***	Pentatricopeptide repeat-containing protein		
OG0000642	tr|A0A2R6QDM1|A0A2R6QDM1_ACTCC	***	ABC transporter C family member 4 like		
OG0000643	tr|A0A5D3CFX4|A0A5D3CFX4_CUCME	*-*	R3H domain-containing protein 2-like		
OG0000644	tr|A0A2I4DFP8|A0A2I4DFP8_JUGRE	***	chaperone protein DnaJ		
OG0000645	tr|A0A0A0LTC7|A0A0A0LTC7_CUCSA	***	Protein kinase domain-containing protein		
OG0000624	tr|W9RB61|W9RB61_9ROSA	*-*	GDSL esterase/lipase		
OG0000625	tr|A0A1S3BZS3|A0A1S3BZS3_CUCME	*-*	exosome complex exonuclease RRP44 homolog A		
OG0000626	tr|A0A5D3D3C2|A0A5D3D3C2_CUCME	***	Zinc finger, CCHC-type		
OG0000627	tr|A0A1S3C490|A0A1S3C490_CUCME	***	Pro-apoptotic serine protease NMA111		
OG0000628	tr|A0A5B6ZV38|A0A5B6ZV38_DAVIN	*-*	Fe2OG dioxygenase domain-containing protein		
OG0000629	sp|P0CG85|UBI1P_NICSY	***	Polyubiquitin		
OG0012609	tr|A0A1S4DW68|A0A1S4DW68_CUCME	***	peptide chain release factor 1		
OG0012608	tr|A0A6J1K8Z6|A0A6J1K8Z6_CUCMA	***	acyl transferase 4		
OG0012607	tr|G7IBR0|G7IBR0_MEDTR	***	ABC transporter B family protein		
OG0012606	tr|A0A0A0KPV1|A0A0A0KPV1_CUCSA	***	Protein kinase domain-containing protein		
OG0012605	tr|A0A7J6FM53|A0A7J6FM53_CANSA	***	Protein translocase subunit SecA		
OG0012604	tr|A0A0A0KRV8|A0A0A0KRV8_CUCSA	***	S-acyltransferase		
OG0012603	tr|A0A5A7SU28|A0A5A7SU28_CUCME	***	BRCT domain-containing protein		
OG0012613	tr|A0A0A0KPS3|A0A0A0KPS3_CUCSA	***	Bromo domain-containing protein		
OG0012612	tr|A0A0A0KRX0|A0A0A0KRX0_CUCSA	***	tRNA pseudouridine synthase		
OG0012611	tr|A0A1S3BEM3|A0A1S3BEM3_CUCME	***	tricalbin-3-like		
OG0012610	tr|A0A1S3BDY0|A0A1S3BDY0_CUCME	***	chaperone protein DnaJ		
OG0000630	tr|A0A6J1IKB1|A0A6J1IKB1_CUCMA	***	jacalin-related lectin 3-like		
OG0000631	tr|A0A5N6RK86|A0A5N6RK86_9ROSI	***	Ribosomal_TL5_C domain-containing protein		
OG0000632	tr|A0A5A7VFU6|A0A5A7VFU6_CUCME	***	L10-interacting MYB domain-containing protein		
OG0000633	tr|A0A5D3DQT2|A0A5D3DQT2_CUCME	*-*	Pentatricopeptide repeat-containing protein		
OG0000634	tr|A0A6J1D768|A0A6J1D768_MOMCH	***	serine/threonine-protein kinase SULU		
OG0000613	tr|A0A1S3BD88|A0A1S3BD88_CUCME	***	protein NRT1/ PTR FAMILY 3.1		
OG0000614	tr|A0A0A0KA36|A0A0A0KA36_CUCSA	***	Trafficking protein particle complex subunit		
OG0000615	AT2G44810.1	***	alpha/beta-Hydrolases superfamily protein		
OG0000616	tr|A0A6A3CFT0|A0A6A3CFT0_HIBSY	*-*	Peptide chain release factor 1		
OG0000617	tr|A0A5N5IBW4|A0A5N5IBW4_9ROSA	***	40S ribosomal protein S29-like		
OG0000618			Unknown protein		
OG0000619	tr|A0A1S3CNU7|A0A1S3CNU7_CUCME	***	Cyclin-dependent kinases regulatory subunit		
OG0012602	tr|A0A1S3BDW9|A0A1S3BDW9_CUCME	***	protein ZINC INDUCED FACILITATOR-LIKE 1-like		
OG0012601	tr|A0A5D3CV98|A0A5D3CV98_CUCME	***	Carbamoyl-phosphate synthase small chain		
OG0012600	tr|A0A6J1GZQ6|A0A6J1GZQ6_CUCMO	***	F-box protein At2g35280-like		
OG0000620	tr|A0A1S3BRB5|A0A1S3BRB5_CUCME	***	protochlorophyllide-dependent translocon component 52, chloroplastic-like		
OG0000621	tr|A0A072V5S8|A0A072V5S8_MEDTR	***	Myb/SANT-like DNA-binding domain protein		
OG0000622	tr|A0A1S4E629|A0A1S4E629_CUCME	***	acetylajmalan esterase-like		
OG0000623	AT4G34940.1	***	armadillo repeat only 1		
OG0024657			Unknown protein		
OG0024658	tr|A0A5A7TSH7|A0A5A7TSH7_CUCME	*-*	Pentatricopeptide repeat-containing protein		
OG0024655	tr|A0A1S3BML9|A0A1S3BML9_CUCME	*-*	acylamino-acid-releasing enzyme		
OG0024656	tr|A0A5A7TXC0|A0A5A7TXC0_CUCME	*-*	Polyol transporter 5		
OG0024653	tr|A0A6J1EGW5|A0A6J1EGW5_CUCMO	*-*	protein NAP1		
OG0024654			Unknown protein		
OG0024651			Unknown protein		
OG0024652	tr|A0A0A0M114|A0A0A0M114_CUCSA	*-*	RING-type E3 ubiquitin transferase		
OG0009020	tr|A0A1S3B7L7|A0A1S3B7L7_CUCME	***	syntaxin-121		
OG0024650	tr|A0A0A0M114|A0A0A0M114_CUCSA	*-*	RING-type E3 ubiquitin transferase		
OG0009021	sp|D0Z9R0|TATD_EDWTE	***	3'-5' ssDNA/RNA exonuclease TatD		
OG0009022	tr|A0A1S3B7N1|A0A1S3B7N1_CUCME	***	33 kDa ribonucleoprotein, chloroplastic		
OG0010009	tr|A0A0A0KWP7|A0A0A0KWP7_CUCSA	***	RING-type E3 ubiquitin transferase		
OG0010007	tr|A0A1S3BT31|A0A1S3BT31_CUCME	*-*	late embryogenesis abundant protein D-29-like		
OG0010008	tr|A0A1S3BU59|A0A1S3BU59_CUCME	***	polygalacturonase inhibitor-like		
OG0012669	tr|A0A0A0KS25|A0A0A0KS25_CUCSA	***	Signal recognition particle subunit SRP72		
OG0009027	tr|A0A0A0LBM6|A0A0A0LBM6_CUCSA	***	J domain-containing protein		
OG0010016	tr|A0A0A0KY32|A0A0A0KY32_CUCSA	***	GDP-mannose 4,6-dehydratase		
OG0012679	tr|A0A5C7HHF5|A0A5C7HHF5_9ROSI	***	Methyltransf_11 domain-containing protein		
OG0009028	tr|A0A5A7TKH0|A0A5A7TKH0_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0010017	tr|A0A6A3B011|A0A6A3B011_HIBSY	***	GDP-mannose 4,6 dehydratase 1-like		
OG0012678	tr|A0A5D3CW53|A0A5D3CW53_CUCME	***	Very-long-chain 3-oxoacyl-CoA reductase-like protein		
OG0009029	tr|A0A2P5FKR4|A0A2P5FKR4_TREOI	***	Pentatricopeptide repeat		
OG0010014	AT5G48330.2	***	Regulator of chromosome condensation (RCC1) family protein		
OG0012677	tr|A0A1S3BE91|A0A1S3BE91_CUCME	***	regulator of G-protein signaling 1		
OG0010015	tr|A0A0A0KZK7|A0A0A0KZK7_CUCSA	***	Peptidyl-prolyl cis-trans isomerase		
OG0012676	tr|A0A1S3BF37|A0A1S3BF37_CUCME	***	myosin-10 isoform X1		
OG0009023	tr|A0A5D3DNY3|A0A5D3DNY3_CUCME	***	Nuclear transcription factor Y subunit		
OG0010012			Unknown protein		
OG0012675	tr|A0A0A0KPZ5|A0A0A0KPZ5_CUCSA	***	RING-type domain-containing protein		
OG0000690	tr|A0A1S3B4B8|A0A1S3B4B8_CUCME	***	Bidirectional sugar transporter SWEET		
OG0009024	tr|A0A0A0LB39|A0A0A0LB39_CUCSA	***	MADS-box domain-containing protein		
OG0010013	tr|A0A0A0KWQ3|A0A0A0KWQ3_CUCSA	***	Laccase		
OG0012674	tr|A0A0A0KS28|A0A0A0KS28_CUCSA	***	Protein kinase domain-containing protein		
OG0000691	tr|A0A1S3CD11|A0A1S3CD11_CUCME	***	60S ribosomal protein L14-2-like		
OG0009025	tr|A0A0A0LGU4|A0A0A0LGU4_CUCSA	***	Ubiquitin carboxyl-terminal hydrolase		
OG0010010	tr|A0A6J1EM19|A0A6J1EM19_CUCMO	***	Small nuclear ribonucleoprotein Sm D2		
OG0012673	tr|A0A0A0KQ18|A0A0A0KQ18_CUCSA	***	RING-type domain-containing protein		
OG0000692	tr|A0A0A0L4P6|A0A0A0L4P6_CUCSA	***	40S ribosomal protein S3a		
OG0009026	AT5G06440.3	***	BEST Arabidopsis thaliana protein match is: Polyketide cyclase/dehydrase and lipid transport superfamily protein .		
OG0010011	tr|A0A5A7TMS9|A0A5A7TMS9_CUCME	***	Tubby-like F-box protein		
OG0012672	tr|A0A5A7ST00|A0A5A7ST00_CUCME	***	Small heat shock protein		
OG0000693	tr|A0A0A0LM80|A0A0A0LM80_CUCSA	***	Urb2 domain-containing protein		
OG0012671	tr|A0A1S3BDS3|A0A1S3BDS3_CUCME	***	vinorine synthase-like		
OG0000694	tr|A0A5A7TU95|A0A5A7TU95_CUCME	***	Nucleoporin NUP188-like protein		
OG0012670	tr|A0A061E758|A0A061E758_THECC	***	HXXXD-type acyl-transferase family protein, putative		
OG0000695	tr|A0A0A0LLK0|A0A0A0LLK0_CUCSA	***	Amidase domain-containing protein		
OG0000696	tr|A0A1S3BMC4|A0A1S3BMC4_CUCME	***	glycine-rich cell wall structural protein 1.8-like		
OG0000697	tr|A0A5A7UZA7|A0A5A7UZA7_CUCME	***	Elongation factor 1-gamma-like		
OG0000698	tr|A0A0A0L9E4|A0A0A0L9E4_CUCSA	***	Ubiquitin carboxyl-terminal hydrolase		
OG0000699	tr|A0A1S3AX90|A0A1S3AX90_CUCME	***	serine/threonine-protein kinase RUNKEL		
OG0024648	tr|A0A5A7T9Y6|A0A5A7T9Y6_CUCME	*-*	Pentatricopeptide repeat-containing protein		
OG0024649	tr|A0A371E5D3|A0A371E5D3_MUCPR	*-*	Pentatricopeptide repeat-containing protein		
OG0000679	tr|A0A1S3C598|A0A1S3C598_CUCME	***	phenolic glucoside malonyltransferase 1-like		
OG0024646	sp|Q03773|E13A_SOYBN	*-*	Glucan endo-1,3-beta-glucosidase		
OG0024647			Unknown protein		
OG0024644	tr|A0A6J1H9G5|A0A6J1H9G5_CUCMO	*-*	transcription factor bHLH122-like		
OG0024645	tr|A0A1S3BPX0|A0A1S3BPX0_CUCME	*-*	transcription factor LHW		
